"252 кабінет. Первинна черга на завтра. 
Список тих хто був записаний через Telegram Bot на вказану дату. Всі записи на наступні дні - на наступному аркуші (TODO)"
Попередній прийом:,,02.01.2026 (09:00 - 14:00),,,Поточний прийом:,,05.01.2026 (09:00 - 14:00)
321,,,,,321,,4663,Обіцяв бути,---,,Відсутній,,,29.01.2026
322,,,,,322,,4666,Обіцяв бути,---,,Відсутній,,,29.01.2026
323,,,,,323,,4668,Обіцяв бути,---,,Відсутній,,,29.01.2026
324,,,,,324,,4670,Обіцяв бути,---,,Відсутній,,,30.01.2026
325,,,,,325,,4682,Обіцяв бути,---,,Відсутній,,,30.01.2026
326,,,,,326,,4683,Обіцяв бути,---,,Відсутній,,,30.01.2026
327,,,,,327,,4686,Обіцяв бути,---,,Відсутній,,,30.01.2026
328,,,,,328,,4692,Обіцяв бути,---,,Відсутній,,,30.01.2026
329,,,,,329,,4695,Обіцяв бути,---,,Відсутній,,,30.01.2026
330,,,,,330,,4700,Обіцяв бути,---,,Відсутній,,,30.01.2026
331,,,,,331,,4704,Обіцяв бути,---,,Відсутній,,,30.01.2026
332,,,,,332,,4708,Обіцяв бути,---,,Відсутній,,,30.01.2026
333,,,,,333,,4709,Обіцяв бути,---,,Відсутній,,,02.02.2026
334,,,,,334,,4714,Обіцяв бути,---,,Відсутній,,,02.02.2026
335,,,,,335,,4721,Обіцяв бути,---,,Відсутній,,,02.02.2026
336,,,,,336,,4728,Обіцяв бути,---,,Відсутній,,,03.02.2026
337,,,,,337,,4730,Обіцяв бути,---,,Відсутній,,,03.02.2026
338,,,,,338,,4732,Обіцяв бути,---,,Відсутній,,,03.02.2026
339,,,,,339,,4741,Обіцяв бути,---,,Відсутній,,,03.02.2026
340,,,,,340,,4744,Обіцяв бути,---,,Відсутній,,,03.02.2026
341,,,,,341,,4745,Обіцяв бути,---,,Відсутній,,,03.02.2026
342,,,,,342,,4754,Обіцяв бути,---,,Відсутній,,,03.02.2026
343,,,,,343,,4755,Обіцяв бути,---,,Відсутній,,,03.02.2026
344,,,,,344,,4759,Обіцяв бути,---,,Відсутній,,,03.02.2026
345,,,,,345,,4762,Обіцяв бути,---,,Відсутній,,,04.02.2026
346,,,,,346,,4771,Обіцяв бути,---,,Відсутній,,,04.02.2026
347,,,,,347,,4772,Обіцяв бути,---,,Відсутній,,,04.02.2026
348,,,,,348,,4773,Обіцяв бути,---,,Відсутній,,,04.02.2026
349,,,,,349,,4774,Обіцяв бути,---,,Відсутній,,,04.02.2026
350,,,,,350,,4781,Обіцяв бути,---,,Відсутній,,,05.02.2026
351,,,,,351,,4794/1,Обіцяв бути,---,,Відсутній,,,05.02.2026
352,,,,,352,,4794/2,Обіцяв бути,---,,Відсутній,,,05.02.2026
353,,,,,353,,4798,Обіцяв бути,---,,Відсутній,,,05.02.2026
354,,,,,354,,4799,Обіцяв бути,---,,Відсутній,,,05.02.2026
355,,,,,355,,4803,Обіцяв бути,---,,Відсутній,,,05.02.2026
356,,,,,356,,4805,Обіцяв бути,---,,Відсутній,,,05.02.2026
357,,,,,357,,4806,Обіцяв бути,---,,Відсутній,,,05.02.2026
358,,,,,358,,4807,Обіцяв бути,---,,Відсутній,,,05.02.2026
359,,,,,359,,4808,Обіцяв бути,---,,Відсутній,,,06.02.2026
360,,,,,360,,4811,Обіцяв бути,---,,Відсутній,,,06.02.2026
361,,,,,361,,4813,Обіцяв бути,---,,Відсутній,,,06.02.2026
362,,,,,362,,4814,Обіцяв бути,---,,Відсутній,,,06.02.2026
363,,,,,363,,4815,Обіцяв бути,---,,Відсутній,,,06.02.2026
364,,,,,364,,4817,Обіцяв бути,---,,Відсутній,,,06.02.2026
365,,,,,365,,4818,Обіцяв бути,---,,Відсутній,,,06.02.2026
366,,,,,366,,4820,Обіцяв бути,---,,Відсутній,,,06.02.2026
367,,,,,367,,4825,Обіцяв бути,---,,Відсутній,,,06.02.2026
368,,,,,368,,4831,Обіцяв бути,---,,Відсутній,,,09.02.2026
369,,,,,369,,4841,Обіцяв бути,---,,Відсутній,,,09.02.2026
370,,,,,370,,4848,Обіцяв бути,---,,Відсутній,,,09.02.2026
371,,,,,371,,4850,Обіцяв бути,---,,Відсутній,,,09.02.2026
372,,,,,372,,4855,Обіцяв бути,---,,Відсутній,,,09.02.2026
373,,,,,373,,4856,Обіцяв бути,---,,Відсутній,,,09.02.2026
374,,,,,374,,4858,Обіцяв бути,---,,Відсутній,,,10.02.2026
375,,,,,375,,4868,Обіцяв бути,---,,Відсутній,,,10.02.2026
376,,,,,376,,4871,Обіцяв бути,---,,Відсутній,,,10.02.2026
377,,,,,377,,4872,Обіцяв бути,---,,Відсутній,,,10.02.2026
378,,,,,378,,4879,Обіцяв бути,---,,Відсутній,,,10.02.2026
379,,,,,379,,4880,Обіцяв бути,---,,Відсутній,,,10.02.2026
380,,,,,380,,4884,Обіцяв бути,---,,Відсутній,,,10.02.2026
381,,,,,381,,4889,Обіцяв бути,---,,Відсутній,,,11.02.2026
382,,,,,382,,4906,Обіцяв бути,---,,Відсутній,,,12.02.2026
383,,,,,383,,4923,Обіцяв бути,---,,Відсутній,,,12.02.2026
384,,,,,384,,4924,Обіцяв бути,---,,Відсутній,,,12.02.2026
385,,,,,385,,4925,Обіцяв бути,---,,Відсутній,,,12.02.2026
386,,,,,386,,4926,Обіцяв бути,---,,Відсутній,,,12.02.2026
387,,,,,387,,4927,Обіцяв бути,---,,Відсутній,,,12.02.2026
388,,,,,388,,4928,Обіцяв бути,---,,Відсутній,,,12.02.2026
389,,,,,389,,4929,Обіцяв бути,---,,Відсутній,,,12.02.2026
390,,,,,390,,4930,Обіцяв бути,---,,Відсутній,,,12.02.2026
391,,,,,391,,4931,Обіцяв бути,---,,Відсутній,,,12.02.2026
392,,,,,392,,4932,Обіцяв бути,---,,Відсутній,,,12.02.2026
393,,,,,393,,4937,Обіцяв бути,---,,Відсутній,,,12.02.2026
394,,,,,394,,4943,Обіцяв бути,---,,Відсутній,,,12.02.2026
395,,,,,395,,4944,Обіцяв бути,---,,Відсутній,,,12.02.2026
396,,,,,396,,4947,Обіцяв бути,---,,Відсутній,,,12.02.2026
397,,,,,397,,4950,Обіцяв бути,---,,Попередній 14,,,12.02.2026
398,,,,,398,,4951,Обіцяв бути,---,05.01.2026,Відсутній,,,12.02.2026
399,,,,,399,,4954,Обіцяв бути,---,05.01.2026,Відсутній,,,13.02.2026
400,,,,,400,,4961,Обіцяв бути,---,05.01.2026,Відсутній,,,13.02.2026
401,,,,,401,,4963,Обіцяв бути,---,05.01.2026,Попередній 18,,,13.02.2026
402,,,,,402,,4968,Обіцяв бути,---,05.01.2026,Попередній 21,,,13.02.2026
403,,,,,403,,4969,Обіцяв бути,---,05.01.2026,Відсутній,,,13.02.2026
404,,,,,404,,4972,Обіцяв бути,---,05.01.2026,Відсутній,,,16.02.2026
405,,,,,405,,4973,Обіцяв бути,---,05.01.2026,Попередній 24,,,16.02.2026
406,,,,,406,,4974,Обіцяв бути,---,05.01.2026,Відсутній,,,16.02.2026
407,,,,,407,,4977,Обіцяв бути,---,06.01.2026,Відсутній,,,17.02.2026
408,,,,,408,,4995,Обіцяв бути,---,06.01.2026,Відсутній,,,17.02.2026
409,,,,,409,,5000,Обіцяв бути,---,06.01.2026,Відсутній,,,17.02.2026
410,,,,,410,,5007,Обіцяв бути,---,07.01.2026,Відсутній,,,18.02.2026
411,,,,,411,,5011,Обіцяв бути,---,07.01.2026,Відсутній,,,18.02.2026
412,,,,,412,,5021,Обіцяв бути,---,07.01.2026,Відсутній,,,19.02.2026
413,,,,,413,,5026,Обіцяв бути,---,07.01.2026,Відсутній,,,19.02.2026
414,,,,,414,,5033,Обіцяв бути,---,08.01.2026,Відсутній,,,19.02.2026
415,,,,,415,,5035,Обіцяв бути,---,08.01.2026,Відсутній,,,19.02.2026
416,,,,,416,,5037,Обіцяв бути,---,08.01.2026,Відсутній,,,19.02.2026
417,,,,,417,,5038,Обіцяв бути,---,08.01.2026,Відсутній,,,20.02.2026
418,,,,,418,,5047,Обіцяв бути,---,08.01.2026,Відсутній,,,20.02.2026
419,,,,,419,,5053,Обіцяв бути,---,08.01.2026,Відсутній,,,20.02.2026
420,,,,,420,,5057,Обіцяв бути,---,09.01.2026,Відсутній,,,23.02.2026
421,,,,,421,,5065,Обіцяв бути,---,09.01.2026,Відсутній,,,23.02.2026
422,,,,,422,,5076,Обіцяв бути,---,09.01.2026,Відсутній,,,23.02.2026
423,,,,,423,,5083,Обіцяв бути,---,09.01.2026,Відсутній,,,23.02.2026
424,,,,,424,,5085,Обіцяв бути,---,12.01.2026,Відсутній,,,24.02.2026
425,,,,,425,,5101,Обіцяв бути,---,12.01.2026,Відсутній,,,25.02.2026
426,,,,,426,,5109,Обіцяв бути,---,12.01.2026,Відсутній,,,25.02.2026
427,,,,,427,,5110/1,Обіцяв бути,---,12.01.2026,Відсутній,,,25.02.2026
428,,,,,428,,5112,Обіцяв бути,---,13.01.2026,Відсутній,,,25.02.2026
429,,,,,429,,5123,Обіцяв бути,---,13.01.2026,Відсутній,,,26.02.2026
430,,,,,430,,5126,Обіцяв бути,---,14.01.2026,Відсутній,,,27.02.2026
431,,,,,431,,5151,Обіцяв бути,---,14.01.2026,Відсутній,,,02.03.2026
432,,,,,432,,5168,Обіцяв бути,---,16.01.2026,Відсутній,,,04.03.2026
433,,,,,433,,5203,Обіцяв бути,---,16.01.2026,Відсутній,,,04.03.2026
434,,,,,434,,5209,Обіцяв бути,---,16.01.2026,Відсутній,,,04.03.2026
435,,,,,435,,5215,Обіцяв бути,---,16.01.2026,Відсутній,,,04.03.2026
436,,,,,436,,5216,Обіцяв бути,---,16.01.2026,Відсутній,,,04.03.2026
437,,,,,437,,5217,Обіцяв бути,---,19.01.2026,Відсутній,,,05.03.2026
438,,,,,438,,5232,Обіцяв бути,---,19.01.2026,Відсутній,,,05.03.2026
439,,,,,439,,5233,Обіцяв бути,---,19.01.2026,Відсутній,,,05.03.2026
440,,,,,440,,5236,Обіцяв бути,---,19.01.2026,Відсутній,,,05.03.2026
441,,,,,441,,5237,Обіцяв бути,---,19.01.2026,Відсутній,,,06.03.2026
442,,,,,442,,5246,Обіцяв бути,---,20.01.2026,Відсутній,,,06.03.2026
443,,,,,443,,5256,Обіцяв бути,---,20.01.2026,Відсутній,,,06.03.2026
444,,,,,444,,5258,Обіцяв бути,---,20.01.2026,Відсутній,,,09.03.2026
445,,,,,445,,5267,Обіцяв бути,---,20.01.2026,Відсутній,,,09.03.2026
446,,,,,446,,5272,Обіцяв бути,---,20.01.2026,Відсутній,,,09.03.2026
447,,,,,447,,5273,Обіцяв бути,---,21.01.2026,Відсутній,,,10.03.2026
448,,,,,448,,5282,Обіцяв бути,---,21.01.2026,Відсутній,,,11.03.2026
449,,,,,449,,5301,Обіцяв бути,---,21.01.2026,Відсутній,,,11.03.2026
450,,,,,450,,5302,Обіцяв бути,---,22.01.2026,Відсутній,,,11.03.2026
451,,,,,451,,5305,Обіцяв бути,---,22.01.2026,Відсутній,,,12.03.2026
452,,,,,452,,5327,Обіцяв бути,---,22.01.2026,Відсутній,,,12.03.2026
453,,,,,453,,5328,Обіцяв бути,---,23.01.2026,Відсутній,,,13.03.2026
454,,,,,454,,5336,Обіцяв бути,---,23.01.2026,Відсутній,,,13.03.2026
455,,,,,455,,5339,Обіцяв бути,---,23.01.2026,Відсутній,,,16.03.2026
456,,,,,456,,5349,Обіцяв бути,---,26.01.2026,Відсутній,,,16.03.2026
457,,,,,457,,5359,Обіцяв бути,---,26.01.2026,Відсутній,,,18.03.2026
458,,,,,458,,5382,Обіцяв бути,---,26.01.2026,Відсутній,,,18.03.2026
459,,,,,459,,5384,Обіцяв бути,---,27.01.2026,Відсутній,,,18.03.2026
460,,,,,460,,5404,Обіцяв бути,---,27.01.2026,Відсутній,,,18.03.2026
461,,,,,461,,5405,Обіцяв бути,---,28.01.2026,Відсутній,,,19.03.2026
462,,,,,462,,5427,Обіцяв бути,---,28.01.2026,Відсутній,,,19.03.2026
463,,,,,463,,5430,Обіцяв бути,---,28.01.2026,Відсутній,,,19.03.2026
464,,,,,464,,5431,Обіцяв бути,---,28.01.2026,Відсутній,,,19.03.2026
465,,,,,465,,5432,Обіцяв бути,---,29.01.2026,Відсутній,,,20.03.2026
466,,,,,466,,5444,Обіцяв бути,---,30.01.2026,Відсутній,,,24.03.2026
467,,,,,467,,5480,Обіцяв бути,---,02.02.2026,Відсутній,,,26.03.2026
468,,,,,468,,5511,Обіцяв бути,---,03.02.2026,Відсутній,,,26.03.2026
469,,,,,469,,5521,Обіцяв бути,---,03.02.2026,Відсутній,,,27.03.2026
470,,,,,470,,5524,Обіцяв бути,---,03.02.2026,Відсутній,,,27.03.2026
471,,,,,471,,5530,Обіцяв бути,---,03.02.2026,Відсутній,,,27.03.2026
472,,,,,472,,5540,Обіцяв бути,---,04.02.2026,Відсутній,,,30.03.2026
473,,,,,473,,5556,Обіцяв бути,---,05.02.2026,Відсутній,,,31.03.2026
474,,,,,474,,5591,Обіцяв бути,---,06.02.2026,Відсутній,,,01.04.2026
475,,,,,475,,5603,Обіцяв бути,---,06.02.2026,Відсутній,,,01.04.2026
476,,,,,476,,5611,Обіцяв бути,---,,Попередній 64
477,,,,,477
478,,,,,478
479,,,,,479
480,,,,,480
481,,,,,481
482,,,,,482
483,,,,,483
484,,,,,484
485,,,,,485
486,,,,,486
487,,,,,487
488,,,,,488
489,,,,,489
490,,,,,490
491,,,,,491
492,,,,,492
493,,,,,493
494,,,,,494
495,,,,,495
496,,,,,496
497,,,,,497
